num,1,2,3,4,5,6,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
happy,3,3,4,5,5,4,3,2,1,1,2,3,3,2,2,3,3,4,5,5,4,3,2,1,1,2,3,2,1,1
sky,6,7,8,7,1,3,7,3,6,5,6,1,5,3,4,3,4,1,1,,,,,,,,,,,
none,1,2,3,1,1,2,3,1,1,2,3,1,1,2,3,4,5,6,7,8,1,2,3,,,,,,,
